nmm_text_id,lang,type,nmm_text_for_search,expected_nmm_id
nmm_t_277,en,nmmsn,Panax ginseng Root Initially-steamed Sliced is a kind of Natural Medicinal Material.,nmm-001y
nmm_t_278,zh,nmmsn_zh,片制初蒸人参根是一种天然药材。,nmm-001y
nmm_t_279,en,nmmgn,Hong-shen-gen-pian is a kind of Natural Medicinal Material.,nmm-001y
nmm_t_280,zh,nmmgn_zh,红参根片是一种天然药材。,nmm-001y
nmm_t_281,en,nmmsn,Panax ginseng Rhizome and Root Initially-steamed Sliced is a kind of Natural Medicinal Material.,nmm-001z
nmm_t_282,zh,nmmsn_zh,片制初蒸人参根茎与根是一种天然药材。,nmm-001z
nmm_t_283,en,nmmgn,Hong-shen-pian is a kind of Natural Medicinal Material.,nmm-001z
nmm_t_284,zh,nmmgn_zh,红参片是一种天然药材。,nmm-001z
nmm_t_285,en,nmmsn,Solidago decurrens Herb is a kind of Natural Medicinal Material.,nmm-0020
nmm_t_286,zh,nmmsn_zh,一枝黄花全草是一种天然药材。,nmm-0020
nmm_t_287,en,nmmgn,Yi-zhi-huang-hua is a kind of Natural Medicinal Material.,nmm-0020
nmm_t_288,zh,nmmgn_zh,一枝黄花是一种天然药材。,nmm-0020
nmm_t_289,en,nmmsn,Solidago decurrens Herb Segmented is a kind of Natural Medicinal Material.,nmm-0021
nmm_t_290,zh,nmmsn_zh,段制一枝黄花全草是一种天然药材。,nmm-0021
nmm_t_291,en,nmmgn,Yi-zhi-huang-hua-duan is a kind of Natural Medicinal Material.,nmm-0021
nmm_t_292,zh,nmmgn_zh,一枝黄花段是一种天然药材。,nmm-0021
nmm_t_293,en,nmmsn,Erycibe obtusifolia Stem is a kind of Natural Medicinal Material.,nmm-0022
nmm_t_294,zh,nmmsn_zh,丁公藤茎是一种天然药材。,nmm-0022
nmm_t_295,en,nmmgn,Dan-ding-gong-teng is a kind of Natural Medicinal Material.,nmm-0022
nmm_t_296,zh,nmmgn_zh,单丁公藤是一种天然药材。,nmm-0022
nmm_t_297,en,nmmsn,Erycibe schmidtii Stem is a kind of Natural Medicinal Material.,nmm-0023
nmm_t_298,zh,nmmsn_zh,光叶丁公藤茎是一种天然药材。,nmm-0023
nmm_t_299,en,nmmgn,Guang-ye-ding-gong-teng is a kind of Natural Medicinal Material.,nmm-0023
nmm_t_300,zh,nmmgn_zh,光叶丁公藤是一种天然药材。,nmm-0023
nmm_t_301,en,nmmsn,Erycibe obtusifolia vel schmidtii Stem is a kind of Natural Medicinal Material.,nmm-0024
nmm_t_302,zh,nmmsn_zh,丁公藤或光叶丁公藤茎是一种天然药材。,nmm-0024
nmm_t_303,en,nmmgn,Ding-gong-teng is a kind of Natural Medicinal Material.,nmm-0024
nmm_t_304,zh,nmmgn_zh,丁公藤是一种天然药材。,nmm-0024
nmm_t_305,en,nmmsn,Erycibe obtusifolia Stem Sliced is a kind of Natural Medicinal Material.,nmm-0025
nmm_t_306,zh,nmmsn_zh,片制丁公藤茎是一种天然药材。,nmm-0025
nmm_t_307,en,nmmgn,Dan-ding-gong-teng-pian is a kind of Natural Medicinal Material.,nmm-0025
nmm_t_308,zh,nmmgn_zh,单丁公藤片是一种天然药材。,nmm-0025
nmm_t_309,en,nmmsn,Erycibe schmidtii Stem Sliced is a kind of Natural Medicinal Material.,nmm-0026
nmm_t_310,zh,nmmsn_zh,片制光叶丁公藤茎是一种天然药材。,nmm-0026
nmm_t_311,en,nmmgn,Guang-ye-ding-gong-teng-pian is a kind of Natural Medicinal Material.,nmm-0026
nmm_t_312,zh,nmmgn_zh,光叶丁公藤片是一种天然药材。,nmm-0026
nmm_t_313,en,nmmsn,Erycibe obtusifolia vel schmidtii Stem Sliced is a kind of Natural Medicinal Material.,nmm-0027
nmm_t_314,zh,nmmsn_zh,片制丁公藤或光叶丁公藤茎是一种天然药材。,nmm-0027
nmm_t_315,en,nmmgn,Ding-gong-teng-pian is a kind of Natural Medicinal Material.,nmm-0027
nmm_t_316,zh,nmmgn_zh,丁公藤片是一种天然药材。,nmm-0027
nmm_t_317,en,nmmsn,Syzygium aromaticum Flower-bud is a kind of Natural Medicinal Material.,nmm-0028
nmm_t_318,zh,nmmsn_zh,丁香蒲桃花蕾是一种天然药材。,nmm-0028
nmm_t_319,en,nmmgn,Ding-xiang is a kind of Natural Medicinal Material.,nmm-0028
nmm_t_320,zh,nmmgn_zh,丁香是一种天然药材。,nmm-0028
nmm_t_321,en,nmmsn,Syzygium aromaticum Flower-bud Cleaned is a kind of Natural Medicinal Material.,nmm-0029
nmm_t_322,zh,nmmsn_zh,净制丁香蒲桃花蕾是一种天然药材。,nmm-0029
nmm_t_323,en,nmmgn,Jing-ding-xiang is a kind of Natural Medicinal Material.,nmm-0029
nmm_t_324,zh,nmmgn_zh,净丁香是一种天然药材。,nmm-0029
nmm_t_325,en,nmmsn,Illicium verum Fruit is a kind of Natural Medicinal Material.,nmm-002a
nmm_t_326,zh,nmmsn_zh,八角果实是一种天然药材。,nmm-002a
nmm_t_327,en,nmmgn,Ba-jiao-hui-xiang is a kind of Natural Medicinal Material.,nmm-002a
nmm_t_328,zh,nmmgn_zh,八角茴香是一种天然药材。,nmm-002a
nmm_t_329,en,nmmsn,Illicium verum Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-002b
nmm_t_330,zh,nmmsn_zh,净制八角果实是一种天然药材。,nmm-002b
nmm_t_331,en,nmmgn,Jing-ba-jiao-hui-xiang is a kind of Natural Medicinal Material.,nmm-002b
nmm_t_332,zh,nmmgn_zh,净八角茴香是一种天然药材。,nmm-002b
nmm_t_333,en,nmmsn,Artificial Calculus Bovis is a kind of Natural Medicinal Material.,nmm-002c
nmm_t_334,zh,nmmsn_zh,人工牛黄是一种天然药材。,nmm-002c
nmm_t_335,en,nmmgn,Ren-gong-niu-huang is a kind of Natural Medicinal Material.,nmm-002c
nmm_t_336,zh,nmmgn_zh,人工牛黄是一种天然药材。,nmm-002c
nmm_t_337,en,nmmsn,In Vitro Cultivated Calculus Bovis is a kind of Natural Medicinal Material.,nmm-002d
nmm_t_338,zh,nmmsn_zh,体外培育牛黄是一种天然药材。,nmm-002d
nmm_t_339,en,nmmgn,Ti-wai-pei-yu-niu-huang is a kind of Natural Medicinal Material.,nmm-002d
nmm_t_340,zh,nmmgn_zh,体外培育牛黄是一种天然药材。,nmm-002d
nmm_t_341,en,nmmsn,Senegalia catechu Trunk is a kind of Natural Medicinal Material.,nmm-002e
nmm_t_342,zh,nmmsn_zh,儿茶干是一种天然药材。,nmm-002e
nmm_t_343,en,nmmgn,Er-cha-gan is a kind of Natural Medicinal Material.,nmm-002e
nmm_t_344,zh,nmmgn_zh,儿茶干是一种天然药材。,nmm-002e
nmm_t_345,en,nmmsn,Senegalia catechu Branch is a kind of Natural Medicinal Material.,nmm-002f
nmm_t_346,zh,nmmsn_zh,儿茶枝是一种天然药材。,nmm-002f
nmm_t_347,en,nmmgn,Er-cha-zhi is a kind of Natural Medicinal Material.,nmm-002f
nmm_t_348,zh,nmmgn_zh,儿茶枝是一种天然药材。,nmm-002f
nmm_t_349,en,nmmsn,Senegalia catechu Branch and Trunk is a kind of Natural Medicinal Material.,nmm-002g
nmm_t_350,zh,nmmsn_zh,儿茶枝与干是一种天然药材。,nmm-002g
nmm_t_351,en,nmmgn,Er-cha-zhi-gan is a kind of Natural Medicinal Material.,nmm-002g
nmm_t_352,zh,nmmgn_zh,儿茶枝干是一种天然药材。,nmm-002g
nmm_t_353,en,nmmsn,Senegalia catechu Trunk Peeled and Plasterized is a kind of Natural Medicinal Material.,nmm-002h
nmm_t_354,zh,nmmsn_zh,膏制去皮制儿茶干是一种天然药材。,nmm-002h
nmm_t_355,en,nmmgn,Qu-pi-er-cha-gan-gao is a kind of Natural Medicinal Material.,nmm-002h
nmm_t_356,zh,nmmgn_zh,去皮儿茶干膏是一种天然药材。,nmm-002h
nmm_t_357,en,nmmsn,Senegalia catechu Branch Peeled and Plasterized is a kind of Natural Medicinal Material.,nmm-002i
nmm_t_358,zh,nmmsn_zh,膏制去皮制儿茶枝是一种天然药材。,nmm-002i
nmm_t_359,en,nmmgn,Qu-pi-er-cha-zhi-gao is a kind of Natural Medicinal Material.,nmm-002i
nmm_t_360,zh,nmmgn_zh,去皮儿茶枝膏是一种天然药材。,nmm-002i
nmm_t_361,en,nmmsn,Senegalia catechu Branch and Trunk Peeled and Plasterized is a kind of Natural Medicinal Material.,nmm-002j
nmm_t_362,zh,nmmsn_zh,膏制去皮制儿茶枝与干是一种天然药材。,nmm-002j
nmm_t_363,en,nmmgn,Er-cha is a kind of Natural Medicinal Material.,nmm-002j
nmm_t_364,zh,nmmgn_zh,儿茶是一种天然药材。,nmm-002j
nmm_t_365,en,nmmsn,Murraya exotica Leaf is a kind of Natural Medicinal Material.,nmm-002k
nmm_t_366,zh,nmmsn_zh,九里香叶是一种天然药材。,nmm-002k
nmm_t_367,en,nmmgn,Jiu-li-xiang-ye is a kind of Natural Medicinal Material.,nmm-002k
nmm_t_368,zh,nmmgn_zh,九里香叶是一种天然药材。,nmm-002k
nmm_t_369,en,nmmsn,Murraya exotica Shoot-with-leaf is a kind of Natural Medicinal Material.,nmm-002l
nmm_t_370,zh,nmmsn_zh,九里香带叶嫩枝是一种天然药材。,nmm-002l
nmm_t_371,en,nmmgn,Jiu-li-xiang-ye-nen-zhi is a kind of Natural Medicinal Material.,nmm-002l
nmm_t_372,zh,nmmgn_zh,九里香叶嫩枝是一种天然药材。,nmm-002l
nmm_t_373,en,nmmsn,Murraya exotica Leaf and Shoot-with-leaf is a kind of Natural Medicinal Material.,nmm-002m
nmm_t_374,zh,nmmsn_zh,九里香叶与带叶嫩枝是一种天然药材。,nmm-002m
nmm_t_375,en,nmmgn,Jiu-li-xiang is a kind of Natural Medicinal Material.,nmm-002m
nmm_t_376,zh,nmmgn_zh,九里香是一种天然药材。,nmm-002m
nmm_t_377,en,nmmsn,Murraya exotica Leaf Minced is a kind of Natural Medicinal Material.,nmm-002n
nmm_t_378,zh,nmmsn_zh,碎制九里香叶是一种天然药材。,nmm-002n
nmm_t_379,en,nmmgn,Jiu-li-xiang-ye-sui is a kind of Natural Medicinal Material.,nmm-002n
nmm_t_380,zh,nmmgn_zh,九里香叶碎是一种天然药材。,nmm-002n
nmm_t_381,en,nmmsn,Murraya exotica Shoot-with-leaf Minced is a kind of Natural Medicinal Material.,nmm-002o
nmm_t_382,zh,nmmsn_zh,碎制九里香带叶嫩枝是一种天然药材。,nmm-002o
nmm_t_383,en,nmmgn,Jiu-li-xiang-ye-nen-zhi-sui is a kind of Natural Medicinal Material.,nmm-002o
nmm_t_384,zh,nmmgn_zh,九里香叶嫩枝碎是一种天然药材。,nmm-002o
nmm_t_385,en,nmmsn,Murraya exotica Leaf and Shoot-with-leaf Minced is a kind of Natural Medicinal Material.,nmm-002p
nmm_t_386,zh,nmmsn_zh,碎制九里香叶与带叶嫩枝是一种天然药材。,nmm-002p
nmm_t_387,en,nmmgn,Jiu-li-xiang-sui is a kind of Natural Medicinal Material.,nmm-002p
nmm_t_388,zh,nmmgn_zh,九里香碎是一种天然药材。,nmm-002p
nmm_t_389,en,nmmsn,Aspongopus chinensis Body is a kind of Natural Medicinal Material.,nmm-002q
nmm_t_390,zh,nmmsn_zh,九香虫全体是一种天然药材。,nmm-002q
nmm_t_391,en,nmmgn,Jiu-xiang-chong is a kind of Natural Medicinal Material.,nmm-002q
nmm_t_392,zh,nmmgn_zh,九香虫是一种天然药材。,nmm-002q
nmm_t_393,en,nmmsn,Aspongopus chinensis Body Cleaned is a kind of Natural Medicinal Material.,nmm-002r
nmm_t_394,zh,nmmsn_zh,净制九香虫全体是一种天然药材。,nmm-002r
nmm_t_395,en,nmmgn,Jing-jiu-xiang-chong is a kind of Natural Medicinal Material.,nmm-002r
nmm_t_396,zh,nmmgn_zh,净九香虫是一种天然药材。,nmm-002r
nmm_t_397,en,nmmsn,Aspongopus chinensis Body Cleaned and Stirfried-simple is a kind of Natural Medicinal Material.,nmm-002s
nmm_t_398,zh,nmmsn_zh,清炒制净制九香虫全体是一种天然药材。,nmm-002s
nmm_t_399,en,nmmgn,Chao-jiu-xiang-chong is a kind of Natural Medicinal Material.,nmm-002s
nmm_t_400,zh,nmmgn_zh,炒九香虫是一种天然药材。,nmm-002s
nmm_t_401,en,nmmsn,Canavalia gladiata Seed is a kind of Natural Medicinal Material.,nmm-002t
nmm_t_402,zh,nmmsn_zh,刀豆种子是一种天然药材。,nmm-002t
nmm_t_403,en,nmmgn,Dao-dou is a kind of Natural Medicinal Material.,nmm-002t
nmm_t_404,zh,nmmgn_zh,刀豆是一种天然药材。,nmm-002t
nmm_t_405,en,nmmsn,Canavalia gladiata Seed Cleaned is a kind of Natural Medicinal Material.,nmm-002u
nmm_t_406,zh,nmmsn_zh,净制刀豆种子是一种天然药材。,nmm-002u
nmm_t_407,en,nmmgn,Jing-dao-dou is a kind of Natural Medicinal Material.,nmm-002u
nmm_t_408,zh,nmmgn_zh,净刀豆是一种天然药材。,nmm-002u
nmm_t_409,en,nmmsn,Panax notoginseng Rhizome is a kind of Natural Medicinal Material.,nmm-002v
nmm_t_410,zh,nmmsn_zh,三七根茎是一种天然药材。,nmm-002v
nmm_t_411,en,nmmgn,San-qi-gen-jing is a kind of Natural Medicinal Material.,nmm-002v
nmm_t_412,zh,nmmgn_zh,三七根茎是一种天然药材。,nmm-002v
nmm_t_413,en,nmmsn,Panax notoginseng Root is a kind of Natural Medicinal Material.,nmm-002w
nmm_t_414,zh,nmmsn_zh,三七根是一种天然药材。,nmm-002w
nmm_t_415,en,nmmgn,San-qi-gen is a kind of Natural Medicinal Material.,nmm-002w
nmm_t_416,zh,nmmgn_zh,三七根是一种天然药材。,nmm-002w
nmm_t_417,en,nmmsn,Panax notoginseng Rhizome and Root is a kind of Natural Medicinal Material.,nmm-002x
nmm_t_418,zh,nmmsn_zh,三七根茎与根是一种天然药材。,nmm-002x
nmm_t_419,en,nmmgn,San-qi is a kind of Natural Medicinal Material.,nmm-002x
nmm_t_420,zh,nmmgn_zh,三七是一种天然药材。,nmm-002x
nmm_t_421,en,nmmsn,Panax notoginseng Rhizome Pulverized is a kind of Natural Medicinal Material.,nmm-002y
nmm_t_422,zh,nmmsn_zh,粉制三七根茎是一种天然药材。,nmm-002y
nmm_t_423,en,nmmgn,San-qi-gen-jing-fen is a kind of Natural Medicinal Material.,nmm-002y
nmm_t_424,zh,nmmgn_zh,三七根茎粉是一种天然药材。,nmm-002y
nmm_t_425,en,nmmsn,Panax notoginseng Root Pulverized is a kind of Natural Medicinal Material.,nmm-002z
nmm_t_426,zh,nmmsn_zh,粉制三七根是一种天然药材。,nmm-002z
nmm_t_427,en,nmmgn,San-qi-gen-fen is a kind of Natural Medicinal Material.,nmm-002z
nmm_t_428,zh,nmmgn_zh,三七根粉是一种天然药材。,nmm-002z
nmm_t_429,en,nmmsn,Panax notoginseng Rhizome and Root Pulverized is a kind of Natural Medicinal Material.,nmm-0030
nmm_t_430,zh,nmmsn_zh,粉制三七根茎与根是一种天然药材。,nmm-0030
nmm_t_431,en,nmmgn,San-qi-fen is a kind of Natural Medicinal Material.,nmm-0030
nmm_t_432,zh,nmmgn_zh,三七粉是一种天然药材。,nmm-0030
nmm_t_433,en,nmmsn,Saururus chinensis Part-aerial is a kind of Natural Medicinal Material.,nmm-0031
nmm_t_434,zh,nmmsn_zh,三白草地上部是一种天然药材。,nmm-0031
nmm_t_435,en,nmmgn,San-bai-cao is a kind of Natural Medicinal Material.,nmm-0031
nmm_t_436,zh,nmmgn_zh,三白草是一种天然药材。,nmm-0031
nmm_t_437,en,nmmsn,Saururus chinensis Part-aerial Segmented is a kind of Natural Medicinal Material.,nmm-0032
nmm_t_438,zh,nmmsn_zh,段制三白草地上部是一种天然药材。,nmm-0032
nmm_t_439,en,nmmgn,San-bai-cao-duan is a kind of Natural Medicinal Material.,nmm-0032
nmm_t_440,zh,nmmgn_zh,三白草段是一种天然药材。,nmm-0032
nmm_t_441,en,nmmsn,Sparganium stoloniferum Stem-tuber is a kind of Natural Medicinal Material.,nmm-0033
nmm_t_442,zh,nmmsn_zh,黑三棱块茎是一种天然药材。,nmm-0033
nmm_t_443,en,nmmgn,San-leng is a kind of Natural Medicinal Material.,nmm-0033
nmm_t_444,zh,nmmgn_zh,三棱是一种天然药材。,nmm-0033
nmm_t_445,en,nmmsn,Sparganium stoloniferum Stem-tuber Sliced is a kind of Natural Medicinal Material.,nmm-0034
nmm_t_446,zh,nmmsn_zh,片制黑三棱块茎是一种天然药材。,nmm-0034
nmm_t_447,en,nmmgn,San-leng-pian is a kind of Natural Medicinal Material.,nmm-0034
nmm_t_448,zh,nmmgn_zh,三棱片是一种天然药材。,nmm-0034
nmm_t_449,en,nmmsn,Sparganium stoloniferum Stem-tuber Sliced and Aquafried-vinegar is a kind of Natural Medicinal Material.,nmm-0035
nmm_t_450,zh,nmmsn_zh,醋炙制片制黑三棱块茎是一种天然药材。,nmm-0035
nmm_t_451,en,nmmgn,Cu-san-leng is a kind of Natural Medicinal Material.,nmm-0035
nmm_t_452,zh,nmmgn_zh,醋三棱是一种天然药材。,nmm-0035
nmm_t_453,en,nmmsn,Berberis souliean Root is a kind of Natural Medicinal Material.,nmm-0036
nmm_t_454,zh,nmmsn_zh,假豪猪刺根是一种天然药材。,nmm-0036
nmm_t_455,en,nmmgn,Jia-hao-zhu-ci is a kind of Natural Medicinal Material.,nmm-0036
nmm_t_456,zh,nmmgn_zh,假豪猪刺是一种天然药材。,nmm-0036
nmm_t_457,en,nmmsn,Berberis wilsoniae Root is a kind of Natural Medicinal Material.,nmm-0037
nmm_t_458,zh,nmmsn_zh,金花小檗根是一种天然药材。,nmm-0037
nmm_t_459,en,nmmgn,Jin-hua-xiao-bo is a kind of Natural Medicinal Material.,nmm-0037
nmm_t_460,zh,nmmgn_zh,金花小檗是一种天然药材。,nmm-0037
nmm_t_461,en,nmmsn,Berberis poiretii Root is a kind of Natural Medicinal Material.,nmm-0038
nmm_t_462,zh,nmmsn_zh,细叶小檗根是一种天然药材。,nmm-0038
nmm_t_463,en,nmmgn,Xi-ye-xiao-bo is a kind of Natural Medicinal Material.,nmm-0038
nmm_t_464,zh,nmmgn_zh,细叶小檗是一种天然药材。,nmm-0038
nmm_t_465,en,nmmsn,Berberis vernae Root is a kind of Natural Medicinal Material.,nmm-0039
nmm_t_466,zh,nmmsn_zh,匙叶小檗根是一种天然药材。,nmm-0039
nmm_t_467,en,nmmgn,Chi-ye-xiao-bo is a kind of Natural Medicinal Material.,nmm-0039
nmm_t_468,zh,nmmgn_zh,匙叶小檗是一种天然药材。,nmm-0039
nmm_t_469,en,nmmsn,Berberis poiretii vel souliean vel vernae vel wilsonae Root is a kind of Natural Medicinal Material.,nmm-003a
nmm_t_470,zh,nmmsn_zh,细叶小檗或假豪猪刺或匙叶小檗或金花小檗根是一种天然药材。,nmm-003a
nmm_t_471,en,nmmgn,San-ke-zhen is a kind of Natural Medicinal Material.,nmm-003a
nmm_t_472,zh,nmmgn_zh,三颗针是一种天然药材。,nmm-003a
nmm_t_473,en,nmmsn,Berberis souliean Root Sliced is a kind of Natural Medicinal Material.,nmm-003b
nmm_t_474,zh,nmmsn_zh,片制假豪猪刺根是一种天然药材。,nmm-003b
nmm_t_475,en,nmmgn,Jia-hao-zhu-ci-pian is a kind of Natural Medicinal Material.,nmm-003b
nmm_t_476,zh,nmmgn_zh,假豪猪刺片是一种天然药材。,nmm-003b
nmm_t_477,en,nmmsn,Berberis wilsoniae Root Sliced is a kind of Natural Medicinal Material.,nmm-003c
nmm_t_478,zh,nmmsn_zh,片制金花小檗根是一种天然药材。,nmm-003c
nmm_t_479,en,nmmgn,Jin-hua-xiao-bo-pian is a kind of Natural Medicinal Material.,nmm-003c
nmm_t_480,zh,nmmgn_zh,金花小檗片是一种天然药材。,nmm-003c
nmm_t_481,en,nmmsn,Berberis poiretii Root Sliced is a kind of Natural Medicinal Material.,nmm-003d
nmm_t_482,zh,nmmsn_zh,片制细叶小檗根是一种天然药材。,nmm-003d
nmm_t_483,en,nmmgn,Xi-ye-xiao-bo-pian is a kind of Natural Medicinal Material.,nmm-003d
nmm_t_484,zh,nmmgn_zh,细叶小檗片是一种天然药材。,nmm-003d
nmm_t_485,en,nmmsn,Berberis vernae Root Sliced is a kind of Natural Medicinal Material.,nmm-003e
nmm_t_486,zh,nmmsn_zh,片制匙叶小檗根是一种天然药材。,nmm-003e
nmm_t_487,en,nmmgn,Chi-ye-xiao-bo-pian is a kind of Natural Medicinal Material.,nmm-003e
nmm_t_488,zh,nmmgn_zh,匙叶小檗片是一种天然药材。,nmm-003e
nmm_t_489,en,nmmsn,Berberis poiretii vel souliean vel vernae vel wilsonae Root Sliced is a kind of Natural Medicinal Material.,nmm-003f
nmm_t_490,zh,nmmsn_zh,片制细叶小檗或假豪猪刺或匙叶小檗或金花小檗根是一种天然药材。,nmm-003f
nmm_t_491,en,nmmgn,San-ke-zhen-pian is a kind of Natural Medicinal Material.,nmm-003f
nmm_t_492,zh,nmmgn_zh,三颗针片是一种天然药材。,nmm-003f
nmm_t_493,en,nmmsn,Zingiber officinale Rhizome is a kind of Natural Medicinal Material.,nmm-003g
nmm_t_494,zh,nmmsn_zh,姜根茎是一种天然药材。,nmm-003g
nmm_t_495,en,nmmgn,Gan-jiang is a kind of Natural Medicinal Material.,nmm-003g
nmm_t_496,zh,nmmgn_zh,干姜是一种天然药材。,nmm-003g
nmm_t_497,en,nmmsn,Zingiber officinale Rhizome Cleaned is a kind of Natural Medicinal Material.,nmm-003h
nmm_t_498,zh,nmmsn_zh,净制姜根茎是一种天然药材。,nmm-003h
nmm_t_499,en,nmmgn,Jing-gan-jiang is a kind of Natural Medicinal Material.,nmm-003h
nmm_t_500,zh,nmmgn_zh,净干姜是一种天然药材。,nmm-003h
nmm_t_501,en,nmmsn,Zingiber officinale Rhizome Sliced is a kind of Natural Medicinal Material.,nmm-003i
nmm_t_502,zh,nmmsn_zh,片制姜根茎是一种天然药材。,nmm-003i
nmm_t_503,en,nmmgn,Gan-jiang-pian is a kind of Natural Medicinal Material.,nmm-003i
nmm_t_504,zh,nmmgn_zh,干姜片是一种天然药材。,nmm-003i
nmm_t_505,en,nmmsn,Zingiber officinale Rhizome Chunked is a kind of Natural Medicinal Material.,nmm-003j
nmm_t_506,zh,nmmsn_zh,块制姜根茎是一种天然药材。,nmm-003j
nmm_t_507,en,nmmgn,Gan-jiang-kuai is a kind of Natural Medicinal Material.,nmm-003j
nmm_t_508,zh,nmmgn_zh,干姜块是一种天然药材。,nmm-003j
nmm_t_509,en,nmmsn,Zingiber officinale Rhizome Chunked and Carbonized-stirfried is a kind of Natural Medicinal Material.,nmm-003k
nmm_t_510,zh,nmmsn_zh,炒炭制块制姜根茎是一种天然药材。,nmm-003k
nmm_t_511,en,nmmgn,Jiang-tan is a kind of Natural Medicinal Material.,nmm-003k
nmm_t_512,zh,nmmgn_zh,姜炭是一种天然药材。,nmm-003k
nmm_t_513,en,nmmsn,Zingiber officinale Rhizome Cleaned and Stirfried-sand is a kind of Natural Medicinal Material.,nmm-003l
nmm_t_514,zh,nmmsn_zh,砂炒制净制姜根茎是一种天然药材。,nmm-003l
nmm_t_515,en,nmmgn,Pao-jiang is a kind of Natural Medicinal Material.,nmm-003l
nmm_t_516,zh,nmmgn_zh,炮姜是一种天然药材。,nmm-003l
nmm_t_517,en,nmmsn,Zingiber officinale Rhizome Fresh is a kind of Natural Medicinal Material.,nmm-003m
nmm_t_518,zh,nmmsn_zh,鲜姜根茎是一种天然药材。,nmm-003m
nmm_t_519,en,nmmgn,Sheng-jiang is a kind of Natural Medicinal Material.,nmm-003m
nmm_t_520,zh,nmmgn_zh,生姜是一种天然药材。,nmm-003m
nmm_t_521,en,nmmsn,Zingiber officinale Rhizome Fresh Cleaned is a kind of Natural Medicinal Material.,nmm-003n
nmm_t_522,zh,nmmsn_zh,净制鲜姜根茎是一种天然药材。,nmm-003n
nmm_t_523,en,nmmgn,Jing-sheng-jiang is a kind of Natural Medicinal Material.,nmm-003n
nmm_t_524,zh,nmmgn_zh,净生姜是一种天然药材。,nmm-003n
nmm_t_525,en,nmmsn,Zingiber officinale Rhizome Fresh Gotten-peel is a kind of Natural Medicinal Material.,nmm-003o
nmm_t_526,zh,nmmsn_zh,取皮制鲜姜根茎是一种天然药材。,nmm-003o
nmm_t_527,en,nmmgn,Sheng-jiang-pi is a kind of Natural Medicinal Material.,nmm-003o
nmm_t_528,zh,nmmgn_zh,生姜皮是一种天然药材。,nmm-003o
nmm_t_529,en,nmmsn,Toxicodendron vernicifluum Resin is a kind of Natural Medicinal Material.,nmm-003p
nmm_t_530,zh,nmmsn_zh,漆树脂是一种天然药材。,nmm-003p
nmm_t_531,en,nmmgn,Qi-shu-zhi is a kind of Natural Medicinal Material.,nmm-003p
nmm_t_532,zh,nmmgn_zh,漆树脂是一种天然药材。,nmm-003p
